09:15:27.217576;10.0;5.91
09:15:27.318568;10.0;4.14
09:15:27.419532;10.0;6.60
09:15:27.519844;10.0;6.60
09:15:27.619018;10.0;8.86
09:15:27.718635;10.0;6.21
09:15:27.818457;10.0;7.39
09:15:27.919647;10.0;8.86
09:15:28.018527;10.0;6.21
09:15:28.119492;10.0;7.39
09:15:28.219675;10.0;8.28
09:15:28.318639;10.0;8.80
09:15:28.418106;10.0;8.86
09:15:28.519268;10.0;8.28
09:15:28.618776;10.0;8.80
09:15:28.718802;10.0;8.80
09:15:28.818691;10.0;8.80
09:15:28.918662;10.0;6.60
09:15:29.018363;10.0;7.39
09:15:29.119289;10.0;8.86
09:15:29.218901;10.0;8.28
09:15:29.318734;10.0;6.60
09:15:29.418481;10.0;8.86
09:15:29.519533;10.0;8.28
09:15:29.619576;10.0;8.80
09:15:29.717923;10.0;7.39
09:15:29.818692;10.0;8.28
09:15:29.918798;10.0;8.28
09:15:30.018779;10.0;8.28
09:15:30.118786;10.0;8.28
09:15:30.218780;10.0;8.28
09:15:30.318829;10.0;8.28
09:15:30.418869;10.0;7.72
09:15:30.518411;10.0;9.26
09:15:30.619201;10.0;7.72
09:15:30.719446;10.0;7.81
09:15:30.819393;10.0;7.72
09:15:30.919433;10.0;9.76
09:15:31.019652;10.0;8.28
09:15:31.118180;10.0;7.72
09:15:31.219255;10.0;7.81
09:15:31.318994;10.0;7.72
09:15:31.418687;10.0;7.81
09:15:31.518031;10.0;7.72
09:15:31.618449;10.0;9.76
09:15:31.719585;10.0;8.28
09:15:31.818204;10.0;8.28
09:15:31.918970;10.0;9.26
09:15:32.018886;10.0;7.72
09:15:32.119179;10.0;7.81
09:15:32.219458;10.0;8.28
09:15:32.319421;10.0;8.28
09:15:32.418778;10.0;7.72
09:15:32.518877;10.0;9.76
09:15:32.618269;10.0;8.28
09:15:32.718810;10.0;7.72
09:15:32.818837;10.0;9.54
09:15:32.918296;10.0;7.72
09:15:33.019620;10.0;9.76
09:15:33.118855;10.0;8.28
09:15:33.218541;10.0;8.28
09:15:33.319637;10.0;8.28
09:15:33.418820;10.0;7.72
09:15:33.518541;10.0;9.26
09:15:33.619690;10.0;7.81
09:15:33.718930;10.0;8.28
09:15:33.818496;10.0;8.28
09:15:33.919700;10.0;8.28
09:15:34.018923;10.0;9.26
09:15:34.119231;10.0;7.72
09:15:34.218863;10.0;7.81
09:15:34.318711;10.0;8.80
09:15:34.419062;10.0;6.60
09:15:34.519051;10.0;8.28
09:15:34.618513;10.0;7.72
09:15:34.719014;10.0;8.86
09:15:34.818992;10.0;8.28
09:15:34.919160;10.0;8.28
09:15:35.019380;10.0;8.28
09:15:35.118869;10.0;6.33
09:15:35.218618;10.0;7.72
09:15:35.318150;10.0;9.76
09:15:35.419220;10.0;8.44
09:15:35.519351;10.0;7.72
09:15:35.619303;10.0;9.26
09:15:35.718800;10.0;7.81
09:15:35.819007;10.0;6.21
09:15:35.919292;10.0;7.72
09:15:36.018606;10.0;7.72
09:15:36.117835;10.0;8.86
09:15:36.219:36.418551;10.0;8.28
09:15:36.519705;10.0;16.26
09:15:36.619008;10.0;20.69
09:15:36.719069;10.0;22.01
09:15:36.819071;10.0;20.69
09:15:36.918706;10.0;18.62
09:15:37.018851;10.0;16.26
09:15:37.119102;10.0;18.62
09:15:37.219543;70.0;15.41
09:15:37.319512;70.0;19.21
09:15:37.419651;70.0;23.64
09:15:37.518739;70.0;25.12
09:15:37.618219;70.0;26.60
09:15:37.718534;70.0;26.60
09:15:37.819495;70.0;28.97
09:15:37.919876;70.0;28.61
09:15:38.018313;70.0;28.08
09:15:38.119016;70.0;29.55
09:15:38.219172;70.0;28.97
09:15:38.319284;70.0;28.61
09:15:38.419646;70.0;29.55
09:15:38.518252;70.0;28.97
09:15:38.619334;70.0;28.61
09:15:38.719459;70.0;29.55
09:15:38.819489;70.0;31.03
09:15:38.918867;70.0;29.55
09:15:39.019043;70.0;28.97
09:15:39.119035;70.0;29.55
09:15:39.219089;70.0;31.03
09:15:39.318959;70.0;28.61
09:15:39.419006;70.0;30.81
09:15:39.519139;70.0;29.55
09:15:39.619247;70.0;28.97
09:15:39.718759;70.0;30.81
09:15:39.818833;70.0;28.61
09:15:39.918983;70.0;30.81
09:15:40.018485;70.0;28.61
09:15:40.119573;70.0;29.55
09:15:40.218491;70.0;31.03
09:15:40.318908;70.0;28.61
09:15:40.418886;70.0;30.81
09:15:40.518976;70.0;30.81
09:15:40.619110;70.0;28.61
09:15:40.718572;70.0;30.81
09:15:40.818480;70.0;29.55
09:15:40.919122;70.0;28.97
09:15:41.019115;70.0;30.81
09:15:41.118740;70.0;30.81
09:15:41.219055;70.0;31.03
09:15:41.318805;70.0;29.55
09:15:41.418841;70.0;29.55
09:15:41.519011;70.0;29.55
09:15:41.619339;70.0;28.97
09:15:41.719394;70.0;28.61
09:15:41.818998;70.0;29.55
09:15:41.919038;70.0;29.55
09:15:42.018386;70.0;28.97
09:15:42.119470;70.0;28.61
09:15:42.219568;70.0;30.81
09:15:42.318707;70.0;30.81
09:15:42.418375;70.0;29.55
09:15:42.519479;70.0;31.03
09:15:42.619227;70.0;31.03
09:15:42.719619;70.0;28.97
09:15:42.818744;70.0;30.81
09:15:42.918712;70.0;30.81
09:15:43.018856;70.0;30.81
09:15:43.118612;70.0;28.61
09:15:43.218.0;28.61
09:15:43.519118;70.0;29.55
09:15:43.618681;70.0;28.08
09:15:43.718697;70.0;28.08
09:15:43.818843;70.0;28.08
09:15:43.918854;70.0;28.97
09:15:44.018494;70.0;29.55
09:15:44.119527;70.0;28.97
09:15:44.219519;70.0;29.55
09:15:44.319380;70.0;31.03
09:15:44.419546;70.0;29.55
09:15:44.519639;70.0;29.55
09:15:44.618817;70.0;28.97
09:15:44.719054;70.0;29.55
09:15:44.819194;70.0;31.03
09:15:44.919340;70.0;29.55
09:15:45.019100;70.0;31.03
09:15:45.119197;70.0;28.97
09:15:45.219382;70.0;29.55
09:15:45.319123;70.0;31.03
09:15:45.419288;70.0;31.03
09:15:45.519432;70.0;31.03
09:15:45.618941;70.0;29.55
09:15:45.719227;70.0;31.03
09:15:45.819309;70.0;30.81
09:15:45.919377;70.0;31.03
09:15:46.019092;70.0;28.97
09:15:46.119213;70.0;29.55
09:15:46.218808;70.0;29.55
09:15:46.318895;70.0;29.55
09:15:46.418764;70.0;29.55
09:15:46.518444;70.0;29.55
09:15:46.619357;70.0;31.03
09:15:46.719397;70.0;31.03
09:15:46.819300;70.0;28.97
09:15:46.919378;70.0;30.81
09:15:47.018663;70.0;30.81
09:15:47.118755;70.0;29.55
09:15:47.218822;70.0;31.03
09:15:47.318888;70.0;31.03
09:15:47.418986;70.0;28.97
09:15:47.518491;70.0;28.61
09:15:47.619599;70.0;31.03
09:15:47.718648;70.0;31.03
09:15:47.818864;70.0;31.03
09:15:47.918850;70.0;28.97
09:15:48.018631;70.0;28.61
09:15:48.118818;70.0;30.81
09:15:48.218795;70.0;29.55
09:15:48.318737;70.0;29.55
